#aapstorm this election reminds me of 300 dialogue. 'immortals? we put their name to the test',1,1
"""interospecting"" in uttarakhand than thailand is way bettr 4 saving grace of image of any politician! #rahulonleave",1,1
@prayag @tehseenp nobody triedd to hide anything. but the rti was spot on #rahulonleave,1,1
@sagarikaghose @bdutt rahul baba come back 2 old ladies missing you! #rahulonleave #rahulgandhi,1,1
rt @kavereeb: http://t.co/psxwncve8f. why #rahulonleave is a grt opportunity for congress to make it permanent. only in @dailyo_,1,2
stuff trending on twitter : #whereisrahul ? #rahulonleave and #annareturns ! #maukamauka !!!,1,1
#rahulonleave will think and find the solution where 3 days of february missing.,1,1
"most of the senior leaders including @digvijaya_28 , kamal nath, chidambaram, amarinder, ms aiyer want rahul to take charge! #rahulonleave",1,2
"#overheardinthenewsroom headline: cong vp #rahulgandhi applies for leave. hushed follow up: ""leave, what from?"" #rahulonleave @ohnewsroom",1,1
"suddenly, people who were/are against gandhis are so much concerned about rg missing parliament session ;-) #rahulonleave #whereisrahul",2,2
rahul could be elevated later this year #rahulonleave #rahulgandhi read http://t.co/iz74vsdzsn http://t.co/qdeirypmxv,1,1
if rahul gandhi performed his duty as vp so well. he should answer why people like manikrao thackre continue as pcc chiefs. ##rahulonleave,1,1
"so today's @indianexpress front page got muted mid-sentence? #rahulonleave ""insider's say he's..."" http://t.co/h7yuzcquos",1,1
@headlinestoday @digvijaya_28 looking today's situation of congress i m worried where wl congrs if he wrkd 2 his style. #rahulonleave,2,2
@modifansclub @bizlidog please understand #rahulonleave urgently required a vipasana kit so renuka went for shopping.,1,2
@witchybitchygal i genuinely think there's something fishy about #rahulonleave and #annareturns trending together! #rahulisanna !,1,2
"#rahulonleave no matter where he go, he'll be there.",2,1
#rahulonleave leave granted for the rest of his life soniaji.,1,1
"@drgarekar instead of sleeping in the parliament, he decided to sleep elsewhere. what is the problem? #rahulonleave",1,1
@thequint #rahulonleave but #whereisrahul ? answerrightoption a:cincinnati b:bangkok c:cambodia luckywinnerwillget a free holiday with him!,1,1
"#rahulonleave poor guy is tired after an exhausting sleep in parliament, aicc meets and ..... let him wake up and go to vegas to his gf",1,2
"@rushdieexplains arre baba #rahulonleave is ""enjoying"" in bangkok &amp;pattaya! let us wish him fun instead of being kabab mein haddi !",1,1
@shivithukral puppet masters hv snipped off the strings since pappoo is not listening to his mummy #rahulonleave read @abdullah_omar tweets,1,2
when indian gdp is on acceleration rahul baba is on vacation #rahulonvacation #rahulonleave,1,1
#rahul gandhi must have gone to his naani's place. #rahulonleave,1,2
leaked insider info ... #rahulgandhi returning to delhi on 1st april #whereisrahul #rahulonleave,1,1
#rahulonleave congress on self destruction path,2,1
"the question is not #whereisrahul, nor is it is #rahulonleave? the question is how did modi know a day in advance? https://t.co/iwoh5r0zmg",1,1
rt @bhateketan: someone who never works wants to go on leave. strange. #rahulonleave,1,2
#annareturns so #rahulonleave now please dont ask #whereisrahul better concentrate on #rssquestionsteresa &amp; give the answer :-p,1,2
"let us wish him a long, long, very long leave. #rahulonleave",1,2
bjp is very anxious coz #rahulonleave and is also trending #whereisrahul coz he has become an asset for them. #wontgivehimback,1,2
#whereisrahul #rahulonleave spotted for preparation of final board exams.... http://t.co/etthz2qt1p,1,1
#rahulonleave #annareturns what is the ratio of employment generation &amp; displaced farmers fishermen aadiwasi and other people,1,1
"with #congress is at lowest ebb, their leader #rahulonleave during #budget2015 session. #whereisrahul #whereisrahulgandhi #rahulgandhi",1,1
"rahul gandhi wants his mother to emulate the role of her mother in law, indira, when sanjay gandhi was around, that's why #rahulonleave",1,1
#whereisrahul #rahulonleave rahul gandhi goes missing as parliament begins its budget session http://t.co/zlzxjlfm3j via @mailonline,1,1
is the crown prince preparing the ground for his abdication ? #rahulonleave,1,1
"""#rahulonleave n will not attend rail budget and general budget #modikabudget #budget2015 @incindia""",2,1
suddenly the #cwc15 got interesting with india registering unexpected big wins against pak and sa... now we know #whereisrahul #rahulonleave,1,2
rahul gandhi could be made congress president as early as april this year. #rahulonleave #rahulgandhi #bestjobever http://t.co/w6faalqho3,2,1
"#rahulgandhi takes 4 weeks of leave. save congress, make it lifetime leave. #rahulonleave",1,1
#rahulonleave ?!? #areyouserious do he even works @rahulkanwal,1,1
"rahul gandhi's ""last seen"" feature is disabled. #rahulonleave",1,1
rahul gandhi embodies the spirit of maya. he is there and he isn't. simultaneously. #whereisrahul #rahulonleave,1,1
rahul roy had a better career than pappu #rahulonleave #whereisrahul #whereisrahulgandhi,1,2
@timesnow @ndtv why all pvt media chhels conducting marathon debates on #rahulonleave what is so great rahul hs done 4 cntry @narendramodi,1,2
there's less space in 10 janpath's house thats why #rahulonleave to think. pure idiotic. he keeps on going in europe with his girlfriend,1,2
his upstairs department has been on leave forever ... wonder what's left to introspect on? #rahulonleave,1,1
"#rahulonleave is trending. but, when did he come for work?? :o",1,1
rt @fundamental4: #rahulonleave ? where can we find him? a list of travel destinations for him : http://t.co/ozgakr7mt9,1,1
#rahulonleave sad to see degeneration of @thenewshour @timesnow to a spicy saucy entertainment channel - land bill was much more important,2,2
#whereisrahul ? he is conducting crash course for @shaziailmi and @thekiranbedi on how to get into hiding after losing face #rahulonleave,1,1
@rishibagree hahaahaaa this @gsurya is still alive? i wonder when these ppl will stop licking balls of rg @incindia. #rahulonleave,1,1
#iin has chosen #rahulgandhi as it's brand ambassador. he's not on leave he is preparing hard! #rahulonleave #congress,2,1
@timesnow what?? why introspect in bangkok?? he can do that here too. we have tourist places in india. #whereisrahul #rahulonleave,1,1
@nisha_hindu #rahulonleave #whereisrahulgandhi big global news! ppl learn the frauds postpone appearing before courts!,1,1
"#rahulonleave rahul fb status ""onleave...feeling awesome"" 67 likes 3 comments #annareturns #oscars2015 #fruitfulstart",2,1
"sir rahul gandhi, you're lucky that you're not in the it industry, gives you a chance to take leaves at will! #rahulonleave",2,1
